trading_day,symbol,close
2018-07-02,416368663,17.204538096651053
2018-07-02,41655730,124.86602915023714
2018-07-02,421397082,167.2992630389798
2018-07-02,2614665,147.822900085077
2018-07-02,2614959,169.02252612554997
2018-07-02,2615241,2466.094366068185
2018-07-02,2615578,466.9349188432719
2018-07-02,2615897,270.3818607370134
2018-07-02,2615989,28.10556858629704
2018-07-02,2616072,423.6605564464985
2018-07-02,2617364,115.7445594922
2018-07-02,2617596,2763.84
2018-07-02,2617676,113.0882699498185
2018-07-02,2617726,419.8818690436045
2018-07-02,2617772,75.05458062088339
2018-07-02,2617818,139.96207406443318
2018-07-02,2617946,178.3603000881648
2018-07-02,2618034,210.41069971128232
2018-07-02,2618260,215.08082726451286
2018-07-02,2618395,281.52025789903655
2018-07-02,2618411,117.62858823502681
2018-07-02,2618709,2023.6230672249412
2018-07-02,2618745,158.52
2018-07-02,2618799,276.83651392175966
2018-07-02,2618949,222.73823055850713
2018-07-02,2619033,409.43687728869116
2018-07-02,2619069,37.77177206978859
2018-07-02,2619294,319.4299611577534
2018-07-02,2619339,576.8068458563977
2018-07-02,2619377,29.414637807079334
2018-07-02,2620077,885.12
2018-07-02,2620169,401.7231087513508
2018-07-02,2620171,558.08
2018-07-02,2620498,137.24
2018-07-02,2620904,97.66
2018-07-02,2621294,149.76827527965347
2018-07-02,2621696,194.1487885517378
2018-07-02,2621778,184.76755356778395
2018-07-02,2621950,92.33574554988147
2018-07-02,2622145,28.80395439137266
2018-07-02,2622315,442.3432291189702
2018-07-02,2622325,732.1500000000001
2018-07-02,2622514,209.841186356511
2018-07-02,2622875,268.87097601110565
2018-07-02,2622921,260.0146724518196
2018-07-02,2623226,387.0544405114215
2018-07-02,2623374,178.13012007975146
2018-07-02,2623438,338.9672353781348
2018-07-02,2623612,113.86970819207357
2018-07-02,2623716,119.50200742084334
2018-07-02,2623911,35.4060934603728
2018-07-02,2624003,196.9250110445778
2018-07-02,2624007,121.89039507190046
2018-07-02,2624251,182.42946789552687
2018-07-02,2624335,84.67064766912453
2018-07-02,2624369,68.24679642264005
2018-07-02,2624697,72.312
2018-07-02,2625661,549.2630416341235
2018-07-02,2625932,349.9777009346218
2018-07-02,2626139,83.7896689291463
2018-07-02,2626232,124.26089463046316
2018-07-02,2626276,80.61262747636297
2018-07-02,2626793,154.55433055093582
2018-07-02,2626801,166.77087713865666
2018-07-02,2626847,94.15422055949107
2018-07-02,2627049,471.42321257813114
2018-07-02,2627078,336.00840721463754
2018-07-02,2627355,470.7435201673511
2018-07-02,2627535,2655.773649185624
2018-07-02,2627720,115.34707076831744
2018-07-02,2627938,167.76384790384486
2018-07-02,2628430,92.19383519440255
2018-07-02,100253179,44.98
2018-07-02,100667465,47.3436671582166
2018-07-02,10286375,142.98
2018-07-02,10458211,561.72
2018-07-02,104594731,162.23897983737874
2018-07-02,104932248,400.4680000708768
2018-07-02,10621081,32.328697653277466
2018-07-02,107990213,120.87529150584886
2018-07-02,11211465,179.76711655090426
2018-07-02,11311638,2284.22
2018-07-02,117075823,212.56
2018-07-02,12416743,199.38942977066142
2018-07-02,12465714,124.8107302031941
2018-07-02,12465715,122.5296528147222
2018-07-02,126910336,197.36
2018-07-02,126940575,22.96410594637407
2018-07-02,128219750,127.65340433803958
2018-07-02,12867338,540.3665410468305
2018-07-02,128844729,231.85787562618944
2018-07-02,133184869,32.94536736652456
2018-07-02,133997358,81.32123292608969
2018-07-02,134721328,167.65543353027226
2018-07-02,140621055,56.62781097356516
2018-07-02,141637206,74.64808765020308
2018-07-02,142650453,115.8823206075284
2018-07-02,144100712,66.49
2018-07-02,144186891,56.11
2018-07-02,177756987,129.73813700263622
2018-07-02,20030970,173.67657963076633
2018-07-02,20476016,193.39295675403574
2018-07-02,212535502,162.8523440961844
2018-07-02,224247975,112.90426151868456
2018-07-02,22531262,584.48
2018-07-02,225927511,47.06
2018-07-02,226099794,89.22144025508447
2018-07-02,23133950,101.87385617720226
2018-07-02,234816910,99.3
2018-07-02,23515086,261.28805430282074
2018-07-02,238121727,15.858072130023
2018-07-02,238121728,16.15006534554406
2018-07-02,23895609,181.98511905002874
2018-07-02,240355560,15.230239561624147
2018-07-02,243131085,39.824645900644704
2018-07-02,243966903,391.15686931968963
2018-07-02,24487189,2086.3275601451364
2018-07-02,24806829,180.16
2018-07-02,248503919,80.21845044060196
2018-07-02,24862197,77.48785227166512
2018-07-02,24993604,73.47201243126247
2018-07-02,24993618,35.365030641353066
2018-07-02,250402094,81.35821840257604
2018-07-02,252437073,35.89351450895855
2018-07-02,25664306,442.82
2018-07-02,25664326,75.51963800904977
2018-07-02,25745153,179.2772347687381
2018-07-02,257504287,1130.5554414300002
2018-07-02,25758118,48.147272845969205
2018-07-02,2586085,240.9460028119741
2018-07-02,2586129,31.053590495480627
2018-07-02,2586532,155.4060842452056
2018-07-02,2586596,825.02
2018-07-02,2586909,172.115169723027
2018-07-02,2587023,979.7257495132918
2018-07-02,2587088,423.8368684260915
2018-07-02,2587302,30.32
2018-07-02,2587389,821.1142582067313
2018-07-02,2587399,225.179292479304
2018-07-02,2587459,89.1232365865999
2018-07-02,2587579,256.9222731721395
2018-07-02,2587661,74.44
2018-07-02,2587781,262.1828560242652
2018-07-02,2587813,253.59788078813617
2018-07-02,2601078,466.60058925094796
2018-07-02,2601200,142.18048818964
2018-07-02,2601273,3859.7137437321394
2018-07-02,2601340,188.5861536284498
2018-07-02,2601562,119.99415589139615
2018-07-02,2601588,153.4063943769183
2018-07-02,2602238,80.80150304927176
2018-07-02,2602647,190.57842155421642
2018-07-02,2602821,1786.070866263274
2018-07-02,2603092,482.94903651345766
2018-07-02,2603116,682.08
2018-07-02,2603262,103.48798426723621
2018-07-02,2603625,556.8842359646568
2018-07-02,2604194,795.3784139038344
2018-07-02,2604697,190.58655034119678
2018-07-02,2604721,240.08227647542205
2018-07-02,2604877,511.6797526843076
2018-07-02,2604927,269.7718185624462
2018-07-02,2605122,208.44
2018-07-02,2605335,417.5327790892998
2018-07-02,2605586,146.1959874514128
2018-07-02,2605787,102.97814235636488
2018-07-02,2606224,132.76038560956195
2018-07-02,2606410,378.135
2018-07-02,2606472,289.00693317571086
2018-07-02,2606598,146.04805118397994
2018-07-02,2607488,81.93160230553299
2018-07-02,2607935,542.1421639936672
2018-07-02,2608061,6.162
2018-07-02,2608299,353.6000318843349
2018-07-02,2608331,564.7391889624868
2018-07-02,2608343,463.25124151455725
2018-07-02,2608378,82.13208674149107
2018-07-02,2608410,350.0327948689409
2018-07-02,2608518,103.32438588357984
2018-07-02,2608552,584.64
2018-07-02,2608772,573.92
2018-07-02,2609043,234.7314277146864
2018-07-02,2609584,166.22541093426082
2018-07-02,2609988,206.99664567196126
2018-07-02,2610028,290.2768930776466
2018-07-02,2610084,316.65760174656106
2018-07-02,2610226,484.59183865260894
2018-07-02,2610550,168.48038053634693
2018-07-02,2610627,347.6597800627138
2018-07-02,2610645,1247.84
2018-07-02,2610694,261.7707157487846
2018-07-02,2610780,462.3269456877758
2018-07-02,2610790,585.1305278718488
2018-07-02,2610834,637.9174444092847
2018-07-02,2611181,516.3988242884482
2018-07-02,2611291,269.48377250578153
2018-07-02,2611315,102.47544387150768
2018-07-02,2611327,250.9008404574849
2018-07-02,2611373,348.96
2018-07-02,2611489,68.68546543815353
2018-07-02,2612673,448.43999999999994
2018-07-02,2612707,84.5361816930469
2018-07-02,2613013,121.58350866587404
2018-07-02,2613025,139.06721664237594
2018-07-02,2613113,76.68954891050333
2018-07-02,2613213,34.0539482660037
2018-07-02,2613575,137.0040954439319
2018-07-02,2613631,53.58734905331305
2018-07-02,2614293,498.01193896748146
2018-07-02,2614357,43.52652750414828
2018-07-02,2614403,133.33
2018-07-02,2614629,538.4391579809576
2018-07-02,2614631,70.48636075204824
2018-07-02,2614647,81.28520920884206
2018-07-02,2641395,149.86502482155947
2018-07-02,2641431,50.34
2018-07-02,2641540,529.1554208139784
2018-07-02,2642116,26.28695733872217
2018-07-02,2642204,261.36840879923943
2018-07-02,2642242,309.61952257466845
2018-07-02,2642334,314.4911999468511
2018-07-02,2642404,272.64
2018-07-02,2642538,144.78718592023884
2018-07-02,2642550,351.14
2018-07-02,2642678,77.17004205759729
2018-07-02,2642875,146.64541887876604
2018-07-02,2642942,930.1260359770067
2018-07-02,2643446,166.2089097158474
2018-07-02,2643532,418.42145966218874
2018-07-02,2643540,175.2251312267548
2018-07-02,2643690,620.7112255680872
2018-07-02,2643724,801.716308738686
2018-07-02,2644208,164.69
2018-07-02,2644394,179.3703299410505
2018-07-02,2649045,85.47239362040858
2018-07-02,2649081,293.36
2018-07-02,2649127,95.35096184054339
2018-07-02,2649387,107.48163974457712
2018-07-02,2649678,208.33533653067292
2018-07-02,2650115,562.4743088363283
2018-07-02,2650574,384.60068913256265
2018-07-02,2650808,102.08230789736605
2018-07-02,2650978,179.61339826383892
2018-07-02,2650994,256.00675905013
2018-07-02,2651549,155.52385129328476
2018-07-02,2651691,82.51162391983421
2018-07-02,2654324,211.65034839253568
2018-07-02,2654391,445.8604943764021
2018-07-02,2654493,241.7404485053248
2018-07-02,2654613,260.36
2018-07-02,2654973,793.0413082486466
2018-07-02,2655459,104.30590393922043
2018-07-02,2655827,222.17607592333908
2018-07-02,2655887,172.8
2018-07-02,2655962,215.5397516040761
2018-07-02,2656190,465.5098468513919
2018-07-02,2656510,179.80610990740743
2018-07-02,2656645,208.70909833699605
2018-07-02,2657552,317.4216251592632
2018-07-02,2657625,290.39994149871603
2018-07-02,2657703,168.9596422412093
2018-07-02,2657777,244.33240743650478
2018-07-02,2657991,608.7516419044678
2018-07-02,2658065,340.6608192704815
2018-07-02,2658386,221.60652461700246
2018-07-02,2658540,114.59637275676467
2018-07-02,2658772,1320.619108315328
2018-07-02,26591321,175.12176488137496
2018-07-02,2659928,82.32408357340788
2018-07-02,2660058,88.31080669150182
2018-07-02,2660546,805.4949495813968
2018-07-02,2660722,104.00082058059772
2018-07-02,2660876,163.89377994373277
2018-07-02,2660892,144.75
2018-07-02,2661034,361.96857767796126
2018-07-02,2661076,2260.623467287147
2018-07-02,2661197,480.8493909841487
2018-07-02,2661237,53.79532331513596
2018-07-02,2661439,521.1412888226816
2018-07-02,2661553,657.7960227689251
2018-07-02,2661961,507.48486486486485
2018-07-02,2662090,187.09856526936895
2018-07-02,2662201,163.09845701927446
2018-07-02,2662208,127.58694499437624
2018-07-02,2662296,339.22
2018-07-02,2587934,244.34344576022283
2018-07-02,2587940,500
2018-07-02,2588002,340.28
2018-07-02,2588149,240.36519734790141
2018-07-02,2588181,195.99560834399796
2018-07-02,2588293,144.0408428111206
2018-07-02,2588567,1713.78
2018-07-02,2588653,156.27821532512928
2018-07-02,2588871,163.6683867155646
2018-07-02,2588912,427.5332048187015
2018-07-02,2589072,5.427437237568211
2018-07-02,2589546,412.96189188820887
2018-07-02,2589718,550.4377279199912
2018-07-02,2589768,216.30903943256882
2018-07-02,2589818,1493.3685425565518
2018-07-02,2589894,165.75454304836214
2018-07-02,2589908,273.1650161003727
2018-07-02,2590143,704
2018-07-02,2590229,189.3016986980343
2018-07-02,2590237,122.70698646742002
2018-07-02,2590253,139.91552999339632
2018-07-02,2590359,5889.553762264728
2018-07-02,2590439,231.3949855397095
2018-07-02,2590634,72.1960335748685
2018-07-02,2591748,546.6190066634127
2018-07-02,2591802,245.46684324323502
2018-07-02,2591828,667.81
2018-07-02,2591858,365.92611672496196
2018-07-02,2591944,164.4071177690379
2018-07-02,2592139,95.95057842434846
2018-07-02,2592680,682.9767172490916
2018-07-02,2592913,91.58863593790836
2018-07-02,2593694,313.6448089449821
2018-07-02,2593887,320.3005930722723
2018-07-02,2594157,9391.5
2018-07-02,2594191,228.15470221277542
2018-07-02,2594722,689.3606823522941
2018-07-02,2594760,158.24419097469598
2018-07-02,2594883,499.94117446173954
2018-07-02,2595045,414.0153745317009
2018-07-02,2595161,288.3939542847226
2018-07-02,2595169,65.66
2018-07-02,2595572,114.41588817850958
2018-07-02,2595747,718.4026159762878
2018-07-02,2596491,463.60405435975014
2018-07-02,2596501,555.792163242572
2018-07-02,2596569,84.85379507723343
2018-07-02,2596834,553.6080508801538
2018-07-02,2596902,160.42112334883885
2018-07-02,2597011,305.4881258239372
2018-07-02,2597035,43.77
2018-07-02,2597396,66.66095379443095
2018-07-02,2597990,113.58404793136076
2018-07-02,2598154,120.79742468791888
2018-07-02,2598322,86.6559602403792
2018-07-02,2598618,445.1779323405747
2018-07-02,2598786,1908.2400000000002
2018-07-02,2598916,744.36
2018-07-02,2599301,43.7190934012302
2018-07-02,2599339,489.28
2018-07-02,2599838,469.4302171357548
2018-07-02,260005530,78.77381610664521
2018-07-02,2600402,396.3773778723615
2018-07-02,2600476,142.3843745766931
2018-07-02,2600581,105.08048900649096
2018-07-02,2600607,356.00268903319204
2018-07-02,2600627,13.112471781380323
2018-07-02,2600795,256.9489914946814
2018-07-02,2601046,217.1715082528281
2018-07-02,2628628,261.02660795170624
2018-07-02,2628644,323.2522942701184
2018-07-02,2628678,289.8274437432431
2018-07-02,2628720,65.29192187663192
2018-07-02,2628879,29.658183459484142
2018-07-02,2629061,340.25914314417406
2018-07-02,2629083,246.7307582829907
2018-07-02,2629107,598.2370213599279
2018-07-02,2629127,155.10156838187527
2018-07-02,2629737,121.75552195247025
2018-07-02,2630180,67.3479166175483
2018-07-02,2630322,570.8
2018-07-02,2630412,300.12985244192595
2018-07-02,2630454,491.00118848178244
2018-07-02,2630497,108.96
2018-07-02,2630543,285.8620569599054
2018-07-02,2631277,213.86
2018-07-02,2631519,522.7926939164497
2018-07-02,2631608,150.9319049843506
2018-07-02,2631804,100.79033646115424
2018-07-02,2632521,102.38723134656945
2018-07-02,2632794,109.19439804552417
2018-07-02,2633240,5574.52
2018-07-02,2633348,174.4872257443138
2018-07-02,2633832,43.57505135385476
2018-07-02,2633834,59.36
2018-07-02,2633879,45.66511561131296
2018-07-02,2634145,798.9751823537596
2018-07-02,2634187,95.40035257664583
2018-07-02,2634239,159.20925515117838
2018-07-02,2634345,157.69809725675233
2018-07-02,2634349,229.31967085253066
2018-07-02,2634582,106.70260440829449
2018-07-02,2634673,145.86792066823855
2018-07-02,2634720,1016.9916542295829
2018-07-02,2635041,423.0178588409986
2018-07-02,2635153,3138.1357561433165
2018-07-02,2635349,291.1733247147185
2018-07-02,2635736,210.68000725981778
2018-07-02,2635921,645.491707223625
2018-07-02,26360118,645.7939862759448
2018-07-02,2636076,200.46850930248073
2018-07-02,2636235,549.04
2018-07-02,2636692,73.50412664792015
2018-07-02,2636834,229.61851612024702
2018-07-02,2636858,333.6217903169843
2018-07-02,2636866,131.00326078117175
2018-07-02,2637022,492.35856809819575
2018-07-02,2637396,184.56363060610744
2018-07-02,2637851,319.3103693614717
2018-07-02,2638037,169.99574495898142
2018-07-02,2638397,159.78289084669422
2018-07-02,2638535,168.85552535030806
2018-07-02,2638615,181.14001857229673
2018-07-02,2638843,66.94157054400291
2018-07-02,2638937,304.1085960756969
2018-07-02,2638964,163.15137425529002
2018-07-02,2639258,185.13155324225903
2018-07-02,2639310,192.53069387924248
2018-07-02,2639666,144.66685363318084
2018-07-02,2640047,449.85894984951386
2018-07-02,2640321,352.7298888744087
2018-07-02,2640331,341.3096804
2018-07-02,2640489,75.16597843809812
2018-07-02,2640597,254.03489840834365
2018-07-02,2640715,1078.8121154373728
2018-07-02,2640948,135.28417610652747
2018-07-02,2641054,237.42907266665293
2018-07-02,2641076,423.4713824272608
2018-07-02,2641194,131.05474436702508
2018-07-03,2628628,262.0105360702012
2018-07-03,2628644,318.2178487035746
2018-07-03,2628678,293.6457639328461
2018-07-03,2628720,65.13433879889267
2018-07-03,2628879,29.819564143362832
2018-07-03,2629061,339.17083156945637
2018-07-03,2629083,246.11735230523607
2018-07-03,2629107,593.5815942653591
2018-07-03,2629127,154.7450923572728
2018-07-03,2629737,122.25897680672294
2018-07-03,2630180,67.06974715928398
2018-07-03,2630322,580.58
2018-07-03,2630412,297.24889395433223
2018-07-03,2630454,483.64717483555916
2018-07-03,2630497,102.96
2018-07-03,2630543,285.91956290578344
2018-07-03,2631277,215.03
2018-07-03,2631519,519.0927514725186
2018-07-03,2631608,148.71789967234213
2018-07-03,2631804,100.26263836449898
2018-07-03,2632521,100.67835751696052
2018-07-03,2632794,110.21610001554076
2018-07-03,2633240,5467.28
2018-07-03,2633348,170.3222742836324
2018-07-03,2633832,43.55846397229639
2018-07-03,2633834,59.94
2018-07-03,2633879,45.77456595498855
2018-07-03,2634145,777.8663294185678
2018-07-03,2634187,96.15578523279575
2018-07-03,2634239,162.44121708275568
2018-07-03,2634345,159.78166509666605
2018-07-03,2634349,227.39122213896889
2018-07-03,2634582,107.6065573429632
2018-07-03,2634673,143.89066852305285
2018-07-03,2634720,1016.8928756184296
2018-07-03,2635041,415.1430633780874
2018-07-03,2635153,3068.1806162689195
2018-07-03,2635349,295.90153914900986
2018-07-03,2635736,209.89867743156944
2018-07-03,2635921,649.0491669588675
2018-07-03,26360118,649.2433981287365
2018-07-03,2636076,199.44275274765155
2018-07-03,2636235,553.56
2018-07-03,2636692,73.89063668744966
2018-07-03,2636834,227.0337873852266
2018-07-03,2636858,331.41237448707045
2018-07-03,2636866,132.37072696886665
2018-07-03,2637022,485.07755082431515
2018-07-03,2637396,185.30273920958476
2018-07-03,2637851,320.7832597832813
2018-07-03,2638037,169.34614334685128
2018-07-03,2638397,161.2299236999293
2018-07-03,2638535,167.73013017541786
2018-07-03,2638615,182.53743433756034
2018-07-03,2638843,66.97842249585759
2018-07-03,2638937,307.3200525225317
2018-07-03,2638964,160.2295224036838
2018-07-03,2639258,185.9725437235314
2018-07-03,2639310,193.54942980063797
2018-07-03,2639666,143.25260923667145
2018-07-03,2640047,446.73256088796177
2018-07-03,2640321,350.3383971801864
2018-07-03,2640331,343.3579318
2018-07-03,2640489,75.69211184752106
2018-07-03,2640597,253.2870675286058
2018-07-03,2640715,1071.408148793092
2018-07-03,2640948,134.79656219922097
2018-07-03,2641054,235.53562865243444
2018-07-03,2641076,429.2713350892936
2018-07-03,2641194,130.96395479697517
2018-07-03,100253179,43.89
2018-07-03,100667465,46.708423016600015
2018-07-03,10286375,142.82999999999998
2018-07-03,10458211,551.36
2018-07-03,104594731,161.04726627093032
2018-07-03,104932248,398.70292666829283
2018-07-03,10621081,31.732360580858145
2018-07-03,107990213,119.32575764847269
2018-07-03,11211465,180.54910805436293
2018-07-03,11311638,2232.56
2018-07-03,117075823,214.2
2018-07-03,12416743,200.38700040115876
2018-07-03,12465714,123.28864812754539
2018-07-03,12465715,120.91841431459025
2018-07-03,126910336,192.73
2018-07-03,126940575,23.306657153835758
2018-07-03,128219750,128.49461293334792
2018-07-03,12867338,541.409763478868
2018-07-03,128844729,231.2604687505537
2018-07-03,133184869,32.74383039450912
2018-07-03,133997358,81.98924677374666
2018-07-03,134721328,168.96766475898505
2018-07-03,140621055,56.64902783792393
2018-07-03,141637206,74.0737016546703
2018-07-03,142650453,114.32297087824641
2018-07-03,144100712,65.88
2018-07-03,144186891,56.24
2018-07-03,177756987,129.620843686478
2018-07-03,20030970,175.3544855526707
2018-07-03,20476016,193.5931565022283
2018-07-03,212535502,161.00622641928013
2018-07-03,224247975,113.51055655422685
2018-07-03,22531262,578.04
2018-07-03,225927511,46.65
2018-07-03,226099794,89.65895344722847
2018-07-03,23133950,103.08664017931181
2018-07-03,234816910,100.61
2018-07-03,23515086,266.46565169223146
2018-07-03,238121727,15.994147996485243
2018-07-03,238121728,16.25459651282914
2018-07-03,23895609,179.87937798343154
2018-07-03,240355560,15.307104505338184
2018-07-03,243131085,39.1913551290234
2018-07-03,243966903,385.10887215402505
2018-07-03,24487189,2071.762213693979
2018-07-03,24806829,180.16
2018-07-03,248503919,79.58811094854002
2018-07-03,24862197,78.69070623428023
2018-07-03,24993604,73.02577298455599
2018-07-03,24993618,34.83665666912233
2018-07-03,250402094,81.57888077958332
2018-07-03,252437073,35.961408924801475
2018-07-03,25664306,448.95
2018-07-03,25664326,74.71034690799397
2018-07-03,25745153,179.10921486736157
2018-07-03,257504287,1105.9179844950002
2018-07-03,25758118,47.8276229017636
2018-07-03,2586085,241.0021804764208
2018-07-03,2586129,30.746363192252886
2018-07-03,2586532,154.92203250739266
2018-07-03,2586596,819.06
2018-07-03,2586909,194.05573908748053
2018-07-03,2587023,974.691394556079
2018-07-03,2587088,424.81229106315226
2018-07-03,2587302,30
2018-07-03,2587389,818.9916017874118
2018-07-03,2587399,222.65377590146358
2018-07-03,2587459,88.80426616120455
2018-07-03,2587579,256.1126268035348
2018-07-03,2587661,74.23
2018-07-03,2587781,264.2827187155351
2018-07-03,2587813,262.1162520512379
2018-07-03,2663001,214.03870009416752
2018-07-03,2663029,173.8608181461039
2018-07-03,2663221,117.62775908042414
2018-07-03,2663245,77.98941331545572
2018-07-03,2663453,128.52991812633547
2018-07-03,2663487,385.12
2018-07-03,2663719,182.06605276599365
2018-07-03,2664029,88.8014053714179
2018-07-03,2664273,165.83505501621096
2018-07-03,2664299,228.07515874345233
2018-07-03,2664435,59.41409077794906
2018-07-03,2664698,236.47306496846923
2018-07-03,2665161,105.35988266437504
2018-07-03,2665189,87.82243326550227
2018-07-03,2665259,10.939169003450381
2018-07-03,2665479,514.7060999786298
2018-07-03,2665650,118.69151581206027
2018-07-03,2665666,67.07809955329891
2018-07-03,2665845,208.88721012223428
2018-07-03,2665959,301.02636539470046
2018-07-03,2665987,192.82789590828938
2018-07-03,2666035,293.38619640184027
2018-07-03,2666882,138.28169072631096
2018-07-03,268204083,34.70173770832256
2018-07-03,270099932,112.88191349379156
2018-07-03,27143898,249.23870736269038
2018-07-03,271822113,41.68216081049346
2018-07-03,272348991,128.25846983337607
2018-07-03,272601064,38.72
2018-07-03,281970741,87.66960335717758
2018-07-03,283454303,15.495796551799184
2018-07-03,28674508,97.5890830850459
2018-07-03,29198370,25.644264316472697
2018-07-03,292167444,83.27
2018-07-03,302129421,69.16025200849846
2018-07-03,303054011,35.285603432476975
2018-07-03,304206311,180.95467134907835
2018-07-03,30686620,220.71637016229715
2018-07-03,309921702,23.599223954105746
2018-07-03,3103750,148.4
2018-07-03,317560688,85.57638866412391
2018-07-03,3182730,104.45585293459695
2018-07-03,328470033,77.21741651355669
2018-07-03,328574181,21.2497678
2018-07-03,33345226,148.43303319889884
2018-07-03,33872783,189.71632929053797
2018-07-03,34058430,52.390940954445405
2018-07-03,3449503,255.71039379740057
2018-07-03,34918877,113.59206716545577
2018-07-03,34969488,82.7958136562664
2018-07-03,35369904,78.15679923292286
2018-07-03,36101502,136.31
2018-07-03,36789426,1250.914559735085
2018-07-03,36842460,71.98487783667126
2018-07-03,372277276,323.48508423504387
2018-07-03,3809414,91.52911592585623
2018-07-03,383332718,373.2493808276396
2018-07-03,38569113,237.8835188668806
2018-07-03,38985642,173.6910775056865
2018-07-03,39304868,88.87704521619897
2018-07-03,403901466,65.985
2018-07-03,405201255,184.196314
2018-07-03,409474139,517.1528829399882
2018-07-03,410444413,40.6
2018-07-03,413835549,31.48720497576162
2018-07-03,415067762,270.816942
2018-07-03,416368663,17.245355506133023
2018-07-03,41655730,126.2354472166904
2018-07-03,421397082,167.2992630389798
2018-07-03,42466437,565.3882495033084
2018-07-03,43288639,115.43500491333108
2018-07-03,433925519,54.484999253856834
2018-07-03,44206715,155.05439246920054
2018-07-03,46639515,1000.2815511572963
2018-07-03,46875426,188.93748310735052
2018-07-03,49031555,54.72
2018-07-03,49031557,50.68
2018-07-03,54414164,107.73
2018-07-03,555183873,272.4246679151107
2018-07-03,567220111,137.44025708651546
2018-07-03,61607269,304.7348009124567
2018-07-03,7221435,254.08
2018-07-03,7727372,950.0027510738756
2018-07-03,7958704,67.71568151458413
2018-07-03,79599893,102.18167701529956
2018-07-03,8911553,134.25468052657436
2018-07-03,2614665,148.1291629996179
2018-07-03,2614959,168.48394209548283
2018-07-03,2615241,2467.8242302419144
2018-07-03,2615578,461.49336788086026
2018-07-03,2615897,266.8940001308923
2018-07-03,2615989,27.973335372246883
2018-07-03,2616072,411.84840772938094
2018-07-03,2617364,115.90072485243235
2018-07-03,2617596,2768.64
2018-07-03,2617676,114.00505611536305
2018-07-03,2617726,419.2778052462547
2018-07-03,2617772,75.40550794114468
2018-07-03,2617818,140.17272435866045
2018-07-03,2617946,180.45455018704735
2018-07-03,2618034,213.18996475257183
2018-07-03,2618260,219.26514570276365
2018-07-03,2618395,283.1685387107624
2018-07-03,2618411,116.23927420075483
2018-07-03,2618709,2043.7527290990338
2018-07-03,2618745,158.08
2018-07-03,2618799,276.2657758248176
2018-07-03,2618949,222.93818891754728
2018-07-03,2619033,412.0105444594044
